APURAÇÃO;PRODUTO;VENDEDOR;SUPERVISOR;CANAL_VENDAS;META
;;Shaun Murphy;Clementina Silva;Internet;4200
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6400
;;Thomas Shelby;Carleta Joaquina;Internet;4200
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6400
;;Walter White;Carleta Joaquina;Internet;4200
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6400
;Café Prata;Annalise Keating;Josvaldo Ferreira;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Dexter Morgan;Josvaldo Ferreira;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Elliot Alderson;Clementina Silva;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Gregory House;Clementina Silva;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Ítalo Teotônio;Carleta Joaquina;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Jack Bauer;Teobaldo Souza;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Michael Scofield;Astolfo Péricles;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Norma Bates;Teobaldo Souza;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Randal Pearson;Josvaldo Ferreira;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Shaun Murphy;Clementina Silva;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Thomas Shelby;Carleta Joaquina;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;;Walter White;Carleta Joaquina;Internet;3300
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;4600
;Cerveja Bronze;Annalise Keating;Josvaldo Ferreira;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Dexter Morgan;Josvaldo Ferreira;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Elliot Alderson;Clementina Silva;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Gregory House;Clementina Silva;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Ítalo Teotônio;Carleta Joaquina;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Jack Bauer;Teobaldo Souza;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Michael Scofield;Astolfo Péricles;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Norma Bates;Teobaldo Souza;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Randal Pearson;Josvaldo Ferreira;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Shaun Murphy;Clementina Silva;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Thomas Shelby;Carleta Joaquina;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;;Walter White;Carleta Joaquina;Internet;7300
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;8100
;Cerveja Diamante;Annalise Keating;Josvaldo Ferreira;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Dexter Morgan;Josvaldo Ferreira;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Elliot Alderson;Clementina Silva;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Gregory House;Clementina Silva;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Ítalo Teotônio;Carleta Joaquina;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Jack Bauer;Teobaldo Souza;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Michael Scofield;Astolfo Péricles;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Norma Bates;Teobaldo Souza;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Randal Pearson;Josvaldo Ferreira;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Shaun Murphy;Clementina Silva;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Thomas Shelby;Carleta Joaquina;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;;Walter White;Carleta Joaquina;Internet;16700
;;;;Lojas Afiliadas;17000
;;;;Lojas Próprias;17600
;Cerveja Ouro;Annalise Keating;Josvaldo Ferreira;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Dexter Morgan;Josvaldo Ferreira;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Elliot Alderson;Clementina Silva;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Gregory House;Clementina Silva;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Ítalo Teotônio;Carleta Joaquina;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Jack Bauer;Teobaldo Souza;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Michael Scofield;Astolfo Péricles;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Norma Bates;Teobaldo Souza;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Randal Pearson;Josvaldo Ferreira;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Shaun Murphy;Clementina Silva;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Thomas Shelby;Carleta Joaquina;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;;Walter White;Carleta Joaquina;Internet;10300
;;;;Lojas Afiliadas;9700
;;;;Lojas Próprias;16300
;Cerveja Prata;Annalise Keating;Josvaldo Ferreira;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Dexter Morgan;Josvaldo Ferreira;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Elliot Alderson;Clementina Silva;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Gregory House;Clementina Silva;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Ítalo Teotônio;Carleta Joaquina;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Jack Bauer;Teobaldo Souza;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Michael Scofield;Astolfo Péricles;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Norma Bates;Teobaldo Souza;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Randal Pearson;Josvaldo Ferreira;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Shaun Murphy;Clementina Silva;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Thomas Shelby;Carleta Joaquina;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;;Walter White;Carleta Joaquina;Internet;12100
;;;;Lojas Afiliadas;14400
;;;;Lojas Próprias;14700
;Refrigerante Bronze;Annalise Keating;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Dexter Morgan;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Elliot Alderson;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Gregory House;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Ítalo Teotônio;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Jack Bauer;Teobaldo Souza;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Michael Scofield;Astolfo Péricles;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Norma Bates;Teobaldo Souza;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Randal Pearson;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Shaun Murphy;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Thomas Shelby;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;;Walter White;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;6700
;Refrigerante Diamante;Annalise Keating;Josvaldo Ferreira;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Dexter Morgan;Josvaldo Ferreira;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Elliot Alderson;Clementina Silva;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Gregory House;Clementina Silva;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Ítalo Teotônio;Carleta Joaquina;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Jack Bauer;Teobaldo Souza;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Michael Scofield;Astolfo Péricles;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Norma Bates;Teobaldo Souza;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Randal Pearson;Josvaldo Ferreira;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Shaun Murphy;Clementina Silva;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Thomas Shelby;Carleta Joaquina;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;;Walter White;Carleta Joaquina;Internet;8000
;;;;Lojas Afiliadas;11700
;;;;Lojas Próprias;12700
;Refrigerante Ouro;Annalise Keating;Josvaldo Ferreira;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Dexter Morgan;Josvaldo Ferreira;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Elliot Alderson;Clementina Silva;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Gregory House;Clementina Silva;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Ítalo Teotônio;Carleta Joaquina;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Jack Bauer;Teobaldo Souza;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Michael Scofield;Astolfo Péricles;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Norma Bates;Teobaldo Souza;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Randal Pearson;Josvaldo Ferreira;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Shaun Murphy;Clementina Silva;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Thomas Shelby;Carleta Joaquina;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;;Walter White;Carleta Joaquina;Internet;6200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;10900
;Refrigerante Prata;Annalise Keating;Josvaldo Ferreira;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Dexter Morgan;Josvaldo Ferreira;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Elliot Alderson;Clementina Silva;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Gregory House;Clementina Silva;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Ítalo Teotônio;Carleta Joaquina;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Jack Bauer;Teobaldo Souza;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Michael Scofield;Astolfo Péricles;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Norma Bates;Teobaldo Souza;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Randal Pearson;Josvaldo Ferreira;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Shaun Murphy;Clementina Silva;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Thomas Shelby;Carleta Joaquina;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;;Walter White;Carleta Joaquina;Internet;6300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10700
;Suco Bronze;Annalise Keating;Josvaldo Ferreira;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Dexter Morgan;Josvaldo Ferreira;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Elliot Alderson;Clementina Silva;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Gregory House;Clementina Silva;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Ítalo Teotônio;Carleta Joaquina;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Jack Bauer;Teobaldo Souza;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Michael Scofield;Astolfo Péricles;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Norma Bates;Teobaldo Souza;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Randal Pearson;Josvaldo Ferreira;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Shaun Murphy;Clementina Silva;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Thomas Shelby;Carleta Joaquina;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;;Walter White;Carleta Joaquina;Internet;3600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;5800
;Suco Diamante;Annalise Keating;Josvaldo Ferreira;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Dexter Morgan;Josvaldo Ferreira;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Elliot Alderson;Clementina Silva;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Gregory House;Clementina Silva;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Ítalo Teotônio;Carleta Joaquina;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Jack Bauer;Teobaldo Souza;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Michael Scofield;Astolfo Péricles;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Norma Bates;Teobaldo Souza;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Randal Pearson;Josvaldo Ferreira;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Shaun Murphy;Clementina Silva;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Thomas Shelby;Carleta Joaquina;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;;Walter White;Carleta Joaquina;Internet;5800
;;;;Lojas Afiliadas;7500
;;;;Lojas Próprias;8500
;Suco Ouro;Annalise Keating;Josvaldo Ferreira;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Dexter Morgan;Josvaldo Ferreira;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Elliot Alderson;Clementina Silva;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Gregory House;Clementina Silva;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Ítalo Teotônio;Carleta Joaquina;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Jack Bauer;Teobaldo Souza;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Michael Scofield;Astolfo Péricles;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Norma Bates;Teobaldo Souza;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Randal Pearson;Josvaldo Ferreira;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Shaun Murphy;Clementina Silva;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Thomas Shelby;Carleta Joaquina;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;;Walter White;Carleta Joaquina;Internet;4300
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7100
;Suco Prata;Annalise Keating;Josvaldo Ferreira;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Dexter Morgan;Josvaldo Ferreira;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Elliot Alderson;Clementina Silva;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Gregory House;Clementina Silva;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Ítalo Teotônio;Carleta Joaquina;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Jack Bauer;Teobaldo Souza;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Michael Scofield;Astolfo Péricles;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Norma Bates;Teobaldo Souza;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Randal Pearson;Josvaldo Ferreira;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Shaun Murphy;Clementina Silva;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Thomas Shelby;Carleta Joaquina;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
;;Walter White;Carleta Joaquina;Internet;5400
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5900
31/03/2020;Café Bronze;Annalise Keating;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Dexter Morgan;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Elliot Alderson;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Gregory House;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Ítalo Teotônio;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Jack Bauer;Teobaldo Souza;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Michael Scofield;Astolfo Péricles;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Norma Bates;Teobaldo Souza;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Randal Pearson;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Shaun Murphy;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Thomas Shelby;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;;Walter White;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;4500
;;;;Lojas Próprias;5100
;Café Diamante;Annalise Keating;Josvaldo Ferreira;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Dexter Morgan;Josvaldo Ferreira;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Elliot Alderson;Clementina Silva;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Gregory House;Clementina Silva;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Ítalo Teotônio;Carleta Joaquina;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Jack Bauer;Teobaldo Souza;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Michael Scofield;Astolfo Péricles;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Norma Bates;Teobaldo Souza;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Randal Pearson;Josvaldo Ferreira;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Shaun Murphy;Clementina Silva;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Thomas Shelby;Carleta Joaquina;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;;Walter White;Carleta Joaquina;Internet;7100
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;8200
;Café Ouro;Annalise Keating;Josvaldo Ferreira;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Dexter Morgan;Josvaldo Ferreira;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Elliot Alderson;Clementina Silva;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Gregory House;Clementina Silva;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Ítalo Teotônio;Carleta Joaquina;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Jack Bauer;Teobaldo Souza;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Michael Scofield;Astolfo Péricles;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Norma Bates;Teobaldo Souza;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Randal Pearson;Josvaldo Ferreira;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Shaun Murphy;Clementina Silva;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Thomas Shelby;Carleta Joaquina;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;;Walter White;Carleta Joaquina;Internet;5000
;;;;Lojas Afiliadas;6900
;;;;Lojas Próprias;8000
;Café Prata;Annalise Keating;Josvaldo Ferreira;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Dexter Morgan;Josvaldo Ferreira;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Elliot Alderson;Clementina Silva;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Gregory House;Clementina Silva;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Ítalo Teotônio;Carleta Joaquina;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Jack Bauer;Teobaldo Souza;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Michael Scofield;Astolfo Péricles;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Norma Bates;Teobaldo Souza;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Randal Pearson;Josvaldo Ferreira;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Shaun Murphy;Clementina Silva;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Thomas Shelby;Carleta Joaquina;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;;Walter White;Carleta Joaquina;Internet;3400
;;;;Lojas Afiliadas;5000
;;;;Lojas Próprias;5300
;Cerveja Bronze;Annalise Keating;Josvaldo Ferreira;Internet;7500
;;;;Lojas Afiliadas;8600
;;;;Lojas Próprias;8700
;;Dexter Morgan;Josvaldo Ferreira;Internet;7500
;;;;Lojas Afiliadas;8600
;;;;Lojas Próprias;8700
;;Elliot Alderson;Clementina Silva;Internet;7500
;;;;Lojas Afiliadas;8600
;;;;Lojas Próprias;8700
;;Gregory House;Clementina Silva;Internet;7500
;;;;Lojas Afiliadas;8600
;;;;Lojas Próprias;8700
;;Ítalo Teotônio;Carleta Joaquina;Internet;7500
;;;;Lojas Afiliadas;8600
;;;;Lojas Próprias;8700
;;Jack Bauer;Teobaldo Souza;Internet;7500
;;;;Lojas Afiliadas;8600
;;;;Lojas Próprias;8700
;;Michael Scofield;Astolfo Péricles;Internet;7500
;;;;Lojas Afiliadas;8600
;;;;Lojas Próprias;8700
;;Norma Bates;Teobaldo Souza;Internet;7500
